;date;title;summary
33;May 25, 2021;Going to the Moon via the Cloud;High-performance cloud computing has allowed start-ups to develop prototypes and run simulations — including one to the moon — that were previously done on supercomputers.
34;May 25, 2021;D.C. Accuses Amazon of Controlling Online Prices;The District of Columbia said in a lawsuit that Amazon had stopped merchants that use its platform from charging lower prices for the same products elsewhere online.
35;May 25, 2021;Exxon Mobil Faces Off Against Activist Investors on Climate Change;The oil company will hold a contested election for four board seats at its annual shareholders meeting on Wednesday.
36;May 25, 2021;The Big Deal in Amazon’s Antitrust Case;The claim that Amazon is crushing competition is both novel and railroad baron-style old-school.
37;May 25, 2021;WhatsApp Sues India’s Government to Stop New Internet Rules;The rules, which would require WhatsApp to make people’s messages traceable, would violate people’s privacy, the messaging service said.
38;May 26, 2021;So, You Want to Become a Digital Nomad;Working remotely while abroad has obvious appeal. But the tax consequences vary depending on where you go. Here’s what to know.
39;May 26, 2021;Climate Activists Defeat Exxon in Push for Clean Energy;Shareholders elected at least two of the four directors nominated by a coalition of investors that said the oil giant was not investing enough in cleaner energy.
40;May 26, 2021;5 Tips to Take Command of Your iPhone;Recent updates to Apple’s mobile operating system offer new ways to open apps, chat with friends and interact with your device.
41;May 26, 2021;Russia Raises Heat on Twitter, Google and Facebook in Online Crackdown;Its campaign is part of a global wave of actions by governments that are testing how far they can go to control online speech.
42;May 26, 2021;Why Is Amazon in Entertainment?;Amazon will buy MGM. Cool. But why does the tech giant have a streaming video service at all?
43;May 27, 2021;Why Apple and Google’s Virus Alert Apps Had Limited Success;The virus-tracing effort raises questions about the power of Big Tech to set global standards for public health tools.
44;May 27, 2021;Wall Street Rebels Against Exxon;A small activist investment fund scored a huge win.
45;May 27, 2021;The Future Is Velvet Ropes;If digital-world nightclubs get harder to access, we risk missing out on new ideas.
46;May 29, 2021;Our Digital Pasts Weren’t Supposed to Be Weaponized Like This;A recent firing at The Associated Press is the latest example of the way in which our digital pasts are never far from the present, despite what early internet evangelists thought.
47;May 29, 2021;House Hunters Are Leaving the City, and Builders Can’t Keep Up;For years, people most wanted to live in places where it was the hardest to build. Now, with a rise in remote work, exurban areas look more appealing.
48;May 30, 2021;The Week in Business: Biden’s Big Budget;Biden has big, expensive plans to boost the economy.
