;date;title;summary
0;May 31, 2019;Justice Dept. Explores Google Antitrust Case;A case would renew scrutiny of the company amid a growing chorus of criticism about the power of big tech.
1;June 2, 2019;Google and Amazon Are at the Center of a Storm Brewing Over Big Tech;Support for scrutiny of the tech giants is coming from across the political spectrum. For Google and Amazon, any investigations would be a major distraction, or worse.
2;June 2, 2019;As Slack Prepares to Go Public, Its C.E.O. Is Holding His Tongue;Stewart Butterfield, Slack’s chief executive, has been outspoken. Maybe too outspoken for a business software company that is about to go public.
3;June 2, 2019;Google Disruptions Affect Gmail, YouTube and Other Sites;The errors also affected businesses that rely on Google’s technology. Google said the problems were not caused by a cyberattack.
4;June 3, 2019;Big Tech Shares Slide as Prospect of Antitrust Scrutiny Mounts;Google, Facebook, Amazon and Apple are facing greater scrutiny from antitrust regulators in the Justice Department and Federal Trade Commission.
5;June 3, 2019;DealBook Briefing: Big Tech’s Antitrust Reckoning Is Coming;Google and Amazon have thrived as regulators largely kept their distance. Moves by the Justice Department and the F.T.C. suggest that may be changing.
6;June 3, 2019;Apple’s WWDC Highlights: the Death of iTunes and $6,000 Macs;Apple rolled out ambitious updates to its apps and smartwatch at its annual developer conference.
7;June 3, 2019;Antitrust Troubles Snowball for Tech Giants as Lawmakers Join In;Intense new scrutiny on companies like Google, Apple, Facebook and Amazon could last years and lead to the first overhaul of antitrust rules in decades.
8;June 3, 2019;Elizabeth Warren Sticks Her Message in Big Tech’s Face;The “Break Up Big Tech” billboard, paid for by the Democrat’s presidential campaign, doesn’t sit well with all San Franciscans who work in the industry.
9;June 4, 2019;DealBook Briefing: Big Tech Enters Antitrust Purgatory;Amazon, Apple, Facebook and Google are all facing federal antitrust inquiries — a potentially long and painful period in their corporate lives.
10;June 5, 2019;Volkswagen, With New Ads, Wants to Put Its Cheating Past Behind It;A marketing push hatched by the firm that makes ads for Adidas and Google zooms past contrition on its way toward a greener future for the world’s largest automaker.
11;June 5, 2019;How Updates in iOS 13 and Android Q Will Change Your Smartphone;New versions of the Apple and Google operating systems are packed with hundreds of new features. Here are the few you should know about.
12;June 5, 2019;DealBook Briefing: A Rate Cut Isn’t a Done Deal;The Fed’s chairman hinted that the central bank could act to sustain economic expansion — but he did not explicitly say that it would cut rates.
13;June 5, 2019;Outside the U.S., It’s All About WhatsApp;Adam Satariano, who covers technology in Europe, became a frequent user when he moved to London.
14;June 5, 2019;YouTube to Remove Thousands of Videos Pushing Extreme Views;The decision by YouTube, which is owned by Google, is the latest action by a Silicon Valley company to stem the spread of hate speech and disinformation on their sites.
15;June 6, 2019;Craig Newmark, New Friend to Journalism, Gives $6 Million to Consumer Reports;He is funding a new initiative to monitor digital products and platforms by the nonprofit organization that warned you about cigarettes in the ’50s.
16;June 6, 2019;DealBook Briefing: Why Fiat Chrysler Nixed the Renault Merger;French demands and a fear of the new company being seen as politically influenced reportedly caused the deal to crash.
17;June 6, 2019;Google to Buy Data Analytics Company Despite New Antitrust Scrutiny;Google said it would acquire Looker for $2.6 billion in a bid to catch rivals in the cloud-computing industry.
18;June 7, 2019;DealBook Briefing: French Politics Ruined Fiat’s Merger Plans;Executives thought that France would probably never stop trying to exert control if the company was joined with Renault.
19;June 7, 2019;The Week in Tech: What Not to Expect From Big Tech’s Antitrust Showdown;The legal action against Silicon Valley’s giants will be long, difficult, uncertain and, for some people, disappointing.
20;June 7, 2019;How A.I. Could Be Weaponized to Spread Disinformation;The world’s top artificial intelligence labs are honing technology that can mimic how humans write, which could one day help disinformation campaigns go undetected by generating huge amounts of subtly different messages.
21;June 8, 2019;The Making of a YouTube Radical;Caleb Cain was a college dropout looking for direction. He turned to YouTube, where he was pulled into a world filled with conspiracy theories, misogyny and racism.
22;June 9, 2019;Google Made $4.7 Billion From the News Industry in 2018, Study Says;Journalists create the content, and big tech companies are profiting off it, according to a new analysis. “We need to share the revenue,” a news publisher says.
23;June 10, 2019;Fiat Chrysler in Deal for Self-Driving Car Technology;The agreement, with Aurora Innovation, underscores the heavy emphasis automakers are placing on autonomous cars.
24;June 10, 2019;DealBook Briefing: Meet the New Defense Industry Giant;Uniting the aerospace unit of United Technologies and Raytheon will create a huge maker of jet engines and missiles — and could force more mergers in the industry.
25;June 10, 2019;Making Data Coherent Drives Salesforce’s $15.3 Billion Deal for Tableau;Salesforce’s deal to buy the business tools maker Tableau, its largest ever acquisition, was pushed by the need to make business information understandable.
26;June 10, 2019;Anger at Big Tech Unites Noodle Pullers and Code Writers;A wide range of companies are lining up to complain about Silicon Valley’s power as lawmakers and regulators step up their scrutiny of Big Tech.
27;June 11, 2019;DealBook Briefing: Ganging Up on Big Tech;President Trump, Yelp and a noodle shop in New York are among those to have criticized web giants, as regulators undertake closer scrutiny of the companies’ behavior.
28;June 11, 2019;House Opens Tech Antitrust Inquiry With Look at Threat to News Media;Local journalism has been pushed “to the verge of extinction,” said a member of a committee that plans 18 months of hearings and other scrutiny of the big technology platforms.
29;June 11, 2019;A Fake Zuckerberg Video Challenges Facebook’s Rules;Last month, the social media company would not remove a doctored video of Speaker Nancy Pelosi. Facebook said the video of Mr. Zuckerberg will get the same treatment.
30;June 12, 2019;DealBook Briefing: T-Mobile’s Sprint Deal Is in Big Trouble;A lawsuit by 10 state attorneys general to block the $26 billion takeover could kill the transaction — or at least tie it up in the courts for ages.
31;June 12, 2019;‘Oversharing’ on Google Calendar, and Making Sure Readers Come Back for More;What are Times readers hungriest for? Here’s how Jodi Rudoren, associate managing editor for audience, finds out and then works to serve them.
32;June 12, 2019;Get More From Your Letters With Custom Stationery for Print or Pixels;Even in today’s digital world, notes sent under a formal letterhead can help get the right message across. Here’s how to make your own powerful design with just a few keystrokes.
33;June 12, 2019;Huawei Is Said to Demand Patent Fees From Verizon;The demand, which could amount to a billion dollars, represents a new wrinkle in the tensions between the Trump administration and China.
34;June 13, 2019;DealBook Briefing: Trump Finds an Unlikely Ally on Interest Rates;President Trump wants the Fed to juice the American economy with a cut. A left-leaning economic advocacy group agrees — but for different reasons.
35;June 14, 2019;Stanford Team Aims at Alexa and Siri With a Privacy-Minded Alternative;A handful of companies already dominate the market for digital assistants. The implications for consumer privacy are a serious concern, researchers say.
36;June 14, 2019;I’m a Financial Journalist Who Was Bored Silly by Mergers. Not Anymore.;It took me 20 years to warm to deal-making. I just needed some antitrust flare-ups.
37;June 14, 2019;The Week in Tech: Big Trouble With Trustbusters and China;The tech industry is caught in the middle of escalating trade tensions with China. And at home, regulators are getting serious about cracking down on Big Tech.
38;June 14, 2019;Russia Sought to Use Social Media to Influence E.U. Vote, Report Finds;A misinformation campaign by groups linked to Russia tried to depress turnout in last month’s parliamentary elections, a European Commission review said.
39;June 17, 2019;Exposing the Bias Embedded in Tech;"It’s important to have diverse teams; when it’s just white men doing the programming, artificial intelligence systems are based on how they act."
40;June 17, 2019;Harassment, Equality, Power: What Leaders Said at the New Rules Summit;The conference, hosted last week by The New York Times, explored the progress of women in the workplace.
41;June 17, 2019;Huawei Chief Predicts Sales Will Flatline After Trump Crackdown;Being cut off from American technology will hurt business at the Chinese company this year and next, Ren Zhengfei said, though he vowed a 2021 recovery.
42;June 17, 2019;DealBook Briefing: Why Wall Street Likes Mayor Pete (and Harris and Biden);Big financial donors have started to favor three candidates in the Democratic presidential primary — and none are hometown politicians.
43;June 17, 2019;These Influencers Aren’t Flesh and Blood, Yet Millions Follow Them;From Calvin Klein to KFC, the rise of the computer-generated influencer on social media.
44;June 17, 2019;The U.S. Has Its Eye on Big Tech. Will Criminal Inquiries Result?;Could Facebook, Google or Apple be considered monopolies? Increased government oversight of the technology giants could consider that possibility.
45;June 18, 2019;DealBook Briefing: Say Hello to Facebook’s Cryptocurrency;Facebook has unveiled its ambitious and hotly anticipated plan to create an alternative financial system, but critics abound.
46;June 18, 2019;Google Pledges to Invest $1 Billion to Ease Bay Area Housing Crisis;It’s the latest technology company to address a problem caused by the industry’s success.
47;June 18, 2019;BuzzFeed News Is Part of a Union Wave at Digital Media Outlets;The site’s journalists took part in an IRL protest after a series of tweets criticized the company’s refusal to recognize their affiliation with the News Guild.
48;June 19, 2019;DealBook Briefing: Lawmakers Line Up to Scrutinize Facebook’s Cryptocurrency;The dust hadn’t even settled on the tech giant’s announcement before officials around the world made it clear that they were skeptical.
49;June 19, 2019;F.T.C. Said to Be Investigating YouTube Over Child Privacy Claims;The video service has been under increasing pressure from parents and consumer groups for the way it handles children’s videos.
50;June 20, 2019;To Take Down Big Tech, They First Need to Reinvent the Law;For decades, antitrust regulation has focused on the welfare of the consumer. Now a backlash over Big Tech’s power has regulators and scholars trying to reverse years of established doctrine.
51;June 20, 2019;DealBook Briefing: It’s Slack’s Non-I.P.O. Day!;The messaging service lists its shares directly on the N.Y.S.E. today.
52;June 20, 2019;Slack Stock Soars, Putting Company’s Public Value at $19.5 Billion;The workplace messaging company’s shares rose on the stock market on Thursday, putting its value at nearly triple that of when it was a private firm.
53;June 20, 2019;Driverless Cars May Be Coming, but Let’s Not Get Carried Away;“We’ve tried to turn down the hype and make people understand how hard this is,” says Gill Pratt, an expert in robotics and head of the Toyota Research Institute.
54;June 21, 2019;DealBook Briefing: The Stock Market Hit a Record. Thank the Fed.;Investors think that an interest rate cut is a certainty in July.
55;June 21, 2019;The Week in Tech: Facebook’s Crypto Dream Faces Deep Mistrust;The social network has ambitious plans to create a universal currency for the internet. Its reputation could get in the way.
56;June 21, 2019;The Gender Gap in Computer Science Research Won’t Close for 100 Years;Women and men are forecast to produce a similar volume of medical research by 2048, according to a new study. In computer science, that won’t happen until 2137.
57;June 22, 2019;The Week in Business: Stocks Hit a Record High, and Facebook Wants to Replace Your Bank;Plus, tensions with Iran reach a boiling point and Trump’s meeting with China’s president.
58;June 23, 2019;5 Lessons From Microsoft’s Antitrust Woes, by People Who Lived It;The Microsoft case from the 1990s provides a road map for today’s tech giants and regulators.
59;June 24, 2019;2 Big Book and Magazine Printers Face Suit to Block Their Merger;The U.S. Justice Department is suing to stop the proposed $1.4 billion deal between Quad/Graphics and LSC Communications on antitrust grounds.
60;June 25, 2019;DealBook Briefing: Will Trump’s Iran Sanctions Work?;His administration may be running low on effective ways to crimp the nation’s economy.
61;June 25, 2019;Kenneth Lerer Steps Down as BuzzFeed Chairman;Mr. Lerer is leaving the viral-happy website that has lately experienced turbulence after a sharp rise in prominence.
62;June 26, 2019;A Comprehensive Guide to Taking Your Smartphone Abroad for Cheap;For $15 to $40, you can easily take your phone to a foreign country and enjoy access to apps, maps and the web. But it takes a lot of steps, hence this travel guide.
63;June 26, 2019;‘My Plan B Is Maybe My Plan A’: Trump Threatens New Tariffs on China;President Trump played down the importance of securing a trade deal with Beijing as he prepared to meet with President Xi Jinping of China this weekend.
64;June 26, 2019;For a TV Editor, 500 New Shows a Year Require a Fresh Script;Coverage is adapting to a flood of programming, and tools that Jeremy Egner relied on for “Game of Thrones” (hello, fan wikis!) are now being applied to other shows.
65;June 26, 2019;As Wayfair Workers Protest Migrant Detention, the Specter of a Consumer Boycott Rises;Employees and consumers, with the help of activist groups on social media, are targeting companies that are doing business with detention facilities for migrant children.
66;June 26, 2019;Google and the University of Chicago Are Sued Over Data Sharing;The lawsuit demonstrates the tension between building A.I. systems and protecting the privacy of patients.
67;June 27, 2019;Would You Pay $30 a Month to Check Your Email?;One of Silicon Valley’s buzziest start-ups, Superhuman, is betting its app’s shiny features are worth a premium price.
68;June 27, 2019;DealBook Briefing: 2020 Democrats Are Split Over How to Reboot the Economy;The presidential contenders agreed that President Trump’s economic policies were hurting America — but differed on how to fix it.
69;June 27, 2019;Twitter to Label Abusive Tweets From Political Leaders;The labeled messages will not be removed from the service, the company said, because they are a matter of public interest.
70;June 28, 2019;A Unicorn Lost in the Valley, Evernote Blows Up the ‘Fail Fast’ Gospel;In this season of multibillion-dollar I.P.O.s, the 15-year-old start-up is proving that failure, for companies of a certain size, rarely happens abruptly.
71;June 28, 2019;As Trump and Xi Talk Trade, Huawei Will Loom Large;China is not expected to accept a deal to lift tariffs unless there’s relief for its biggest, most internationally successful tech company.
72;June 28, 2019;The Week in Tech: Can You Put a Price on Your Personal Data?;New legislation could tell you how much your data is worth. But you might be disappointed by the price tag.
73;June 29, 2019;The Week in Business: Wayfair Employees Want No Part in Migrant Detention Centers;Plus, Apple loses its visionary designer, and Democrats debate how to fix the economy.
74;July 1, 2019;What Trump’s Huawei Reversal Means for the Future of 5G;Huawei is the top threat to American dominance in wireless technology. And the U.S. is woefully, even disgracefully, behind.
