;date;title;summary
0;May 2, 2018;Even Tesla Seems Worried It’s Consuming Too Much Cash: DealBook Briefing;Tesla has faced concerns that it is burning up too much cash as it tries to produce a new model of electric car. Now, Tesla itself seems to share those worries.
1;May 2, 2018;Why Are There So Many Android Versions?;Google’s willingness to share its Android software and let others adapt it for their own use has lead to different versions of the system on different devices.
2;May 2, 2018;Tech Founders Embraced Control Over Companies. This One Is Giving It Up.;Mark Pincus, founder of the gaming company Zynga, is reducing his voting power over the company, going against a trend where entrepreneurs lobbied for more control.
3;May 2, 2018;Xiaomi, Chinese Gadget Maker, Opens Floodgates for Hong Kong I.P.O.s;The decision comes just days after Hong Kong’s stock exchange loosened its rules to lure Chinese companies expected to publicly list in the coming months.
4;May 3, 2018;Amazon, the Elephant in the Antitrust Room;The AT&T case could lead to an expanded view of the content and distribution market, perhaps changing what constitutes antitrust violation.
5;May 4, 2018;Alibaba’s Profit Slips as It Spends to Expand Its Empire;The Chinese e-commerce giant is spending heavily to become a full-service tech company like Google. But expanding into new ventures isn’t cheap.
6;May 4, 2018;Google Will Ask Buyers of U.S. Election Ads to Prove Identities;The company said it would begin to require people or groups purchasing federal election ads to show they are American citizens or lawful residents.
7;May 4, 2018;Facebook Adds A.I. Labs in Seattle and Pittsburgh, Pressuring Local Universities;Salaries for artificial intelligence researchers at big tech companies are skyrocketing, luring many professors.
8;May 5, 2018;Patagonia v. Trump;The outdoor retailer has supported grass-roots environmental activists for decades. Now it is suing the president in a bid to protect Bears Ears National Monument.
9;May 5, 2018;Berkshire’s Annual Meeting: Buffett Approves of Apple’s Buyback Plan;Warren Buffett said he was “delighted” with Apple’s plan to repurchase $100 billion of its shares.
10;May 6, 2018;Nafta Talks Resume, and Disney Will Face Questions on Its Fox Plans;Both Google and Microsoft will hold developers’ conferences, and the Bank of England may hold off on a rate increase as its economy slows.
11;May 6, 2018;What the G.D.P.R., Europe’s Tough New Data Law, Means for You;The European Union is introducing the G.D.P.R, some of the strictest online privacy rules in the world. The aim is to give internet users more control.
12;May 7, 2018;Is Comcast Going to Crash Disney’s Deal With Fox?: DealBook Briefing;Shares of 21st Century Fox jumped more than 4 percent on reports that Comcast is preparing to upend Disney’s $52 billion deal to acquire most of Fox’s assets.
13;May 7, 2018;Microsoft Tries a New Role: Moral Leader;Top executives of the company, which was once tech’s biggest villain, are outspoken advocates for protecting user privacy and establishing ethical guidelines for new technology like artificial intelligence.
14;May 7, 2018;After Fatal Uber Crash, a Self-Driving Start-Up Moves Forward;Drive.ai said it would start a taxi service in Texas. It was the first new rollout of autonomous cars in the United States since one operated by Uber killed a pedestrian in March.
15;May 7, 2018;Elon Musk Wants to Fill Warren Buffett’s ‘Moat’ With Candy, but It Still Holds Water;Mr. Musk is the business world’s gleeful invader, but Mr. Buffett’s mantra of investing in businesses with “moats” remains secure.
16;May 8, 2018;Before Irish Abortion Vote, Facebook Adds Tools to Curb Interference;The social media giant is testing strategies that it hopes to employ in other elections, like letting users flag questionable ads.
17;May 8, 2018;Why A.I. and Cryptocurrency Are Making One Type of Computer Chip Scarce;A microprocessor once found mostly in machines used for computer games turns out to have a role in both artificial intelligence systems and the mining of digital currencies.
18;May 8, 2018;Facebook to Reorganize After Scrutiny Over Data Privacy;The social network overhauled itself into three new divisions and shuffled the leadership of its key businesses in one of its biggest reorganizations.
19;May 8, 2018;Google Strikes Humble Tone While Promoting A.I. Technology;At a company conference, executives acknowledged the backlash facing Silicon Valley. Their answer to those concerns? More technology.
20;May 8, 2018;Denver Post Journalists Go to New York to Protest Their Owner;To fight layoffs and other cost-cutting, a group of 13 held signs and chanted outside Alden Global Capital, a hedge fund that owns more than 90 publications.
21;May 9, 2018;Jumping Into the New Gmail;Google recently overhauled the web version of its email software, and you can try out the new version — even if you haven’t been formally invited yet.
22;May 9, 2018;In Washington, a Brighter Spotlight on Technology;Technology has come under the microscope in Washington. Here are the tools that Cecilia Kang, who covers tech policy for The Times, uses to cover it.
23;May 9, 2018;And for His Next Act, Ev Williams Will Fix the Internet;Mr. Williams, a co-founder of Twitter, has emerged with a plan to improve the state of online media, at a time when other tech leaders are repenting.
24;May 9, 2018;Chinese Tech Giant on Brink of Collapse in New U.S. Cold War;The electronics firm ZTE has found success in the American market like few other Chinese technology brands have. Now it is fighting for its life.
25;May 9, 2018;How to Pack and Prepare Your Smartphone for Traveling This Summer;Your smartphone is a helpful travel companion. Before taking it abroad, here’s a list of things to pack and do to ensure a problem-free trip.
26;May 9, 2018;How Walmart, the Big Seller, Is Shopping for a Fight With Amazon;Walmart’s deal for Flipkart, one of the largest and riskiest in its history, follows a pattern of purchases over the past 18 months as it expands its footprint beyond box stores.
27;May 10, 2018;Alexa and Siri Can Hear This Hidden Command. You Can’t.;Researchers can now send secret audio instructions undetectable to the human ear to Apple’s Siri, Amazon’s Alexa and Google’s Assistant.
28;May 10, 2018;One Risk to the Economy — A Slowdown in Lending: DealBook Briefing;Some expect the economy to grow more quickly than it has in recent years, but slower lending does not point to such a bullish outcome.
29;May 10, 2018;Goldman Sachs and Apple Plan to Offer a New Credit Card;As part of its consumer finance push, the Wall Street bank is teaming up with Apple to develop a new credit card that would bear the Apple Pay brand.
30;May 11, 2018;Where to Start Looking in the Symantec Mystery: DealBook Briefing;The cybersecurity software company said its audit committee had started an internal investigation related to concerns raised by a former employee. Here are some red flags to keep an eye on.
