;date;title;summary
0;Sept. 1;Tech Companies Slowly Shift Production Away From China;Worried about geopolitical tensions and stung by pandemic shutdowns, Google, Apple and others are moving some work to nearby countries.
1;Sept. 1;Big Tech Reconsiders the “Made in China” Way;Apple, Google and Microsoft are among the technology firms looking to shift some of their manufacturing out of China.
2;Sept. 2;Parler Returns to Google Play Store;Google said that Parler had more robust content moderation practices than it did when it was banned in the aftermath of the Jan. 6 riot.
3;Sept. 5;Deadline Looms for Trump Media Merger;The company seeking to acquire the social media site needs shareholder approval to extend the time to complete the deal. The results of the vote are to be announced on Tuesday.
4;Sept. 6;Signal, the Encrypted Messaging App, Appoints a President;In the newly created role, Meredith Whittaker will guide policy and strategy for the messaging app and work to expand its business.
5;Sept. 6;Apple, the Ad Critic, Now Embraces Ads;Apple has long supported privacy and shunned those intrusive ads. What happens when it sells more ads, too?
6;Sept. 7;From Boom to Gloom: Tech Recruiters Struggle to Find Work;As tech companies slow hiring and lay off workers, once-busy recruiters are shifting to other roles and cutting their rates.
7;Sept. 7;How policy changes in California could influence the nation.;The state has recently passed a number of bills that could shape legislation across the United States.
8;Sept. 7;Judge Hands Elon Musk a Win in Court;The billionaire can amend his lawsuit to include claims from a Twitter whistle-blower, but lost an effort to delay a trial over whether he could drop his bid to buy the company.
9;Sept. 8;A Smartphone That Lasts a Decade? Yes, It’s Possible.;A smartphone that is made for longevity can be a real thing. Too bad that’s not how most of them are designed.
10;Sept. 8;When Teens Find Misinformation, These Teachers Are Ready;Media literacy efforts are intensifying, targeting students as they approach voting age. But some educators struggle “to push through that apathy.”
11;Sept. 13;A $100 Million Bet on Finding the Next ‘Mr. Beast’;Reed Duchscher, the manager of the YouTube megastar “Mr. Beast,” is teaming up with the investment firm TCG to bankroll businesses led by online creators.
12;Sept. 14;Text Messaging Is Cool. But Where Are Its Boundaries?;Apple and Google have added useful features to texting apps, yet the apps still lack a major component: an effective way to set limits.
13;Sept. 14;E.U. Scores Major Legal Victory Against Google;A court rejected Google’s appeal of a record-setting antitrust fine related to Android and online search.
14;Sept. 14;Decoding the Surprise Inflation Report;A stubbornly high inflation reading has divided experts on what the Fed should do when it weighs another interest rate hike next week.
15;Sept. 14;California Files Antitrust Lawsuit Against Amazon;Rob Bonta, California’s attorney general, said the retailer punishes companies that offer lower prices on other websites.
16;Sept. 14;Lawmakers Grill TikTok Executive About Ties to China;TikTok’s chief operating officer, Vanessa Pappas, faced questions about whether the company would ever hand over user data to Chinese officials.
17;Sept. 15;This Ad’s for You (Not Your Neighbor);Data mining plus streaming can target political ads household by household, largely unregulated.
18;Sept. 15;California Governor Signs Sweeping Children’s Online Safety Bill;The bill could require many social media sites, games and other online services used by children to install protections for minors.
19;Sept. 15;YouTube Opens More Pathways for Creators to Make Money on the Platform;The video platform will let more creators earn payments and place ads in Shorts, its TikTok competitor, according to audio from an internal meeting.
20;Sept. 16;TikTok’s C.E.O. Navigates the Limits of His Power;Shou Zi Chew, TikTok’s chief executive, is balancing how to be an autonomous leader while juggling the demands of the app’s Chinese parent company.
21;Sept. 16;For Gen Z, TikTok Is the New Search Engine;Need to find a restaurant or figure out how to do something? Young people are turning to TikTok to search for answers. Google has noticed.
22;Sept. 20;YouTube’s Dislike Button Rarely Shifts Recommendations, Researchers Say;New research from Mozilla shows YouTube users have little control over what is recommended to them.
23;5h ago;The Settings That Make Smartphones Easier for Everyone to Use;The accessibility features Apple and Google include in their mobile software can help people of all abilities get more from their devices.
