;date;title;summary
43;June 18, 2020;Jobless Claims Show Another 1.5 Million Filings;The latest on stock market and business news during the coronavirus outbreak.
44;June 18, 2020;‘A Sports Car That You Can Wear Into a Bar’;Wristwatches and fast cars: precision machines that have grown together for a century, drawing crowds and connoisseurs.
45;June 18, 2020;What Should Companies Do on Juneteenth?;The holiday commemorating the end of slavery in the U.S. has become a focus of corporate responses to the reckoning on racial discrimination.
46;June 18, 2020;Big Tech Zeros In on the Virus-Testing Market;As businesses grapple with how to safely reopen the workplace, companies like Fitbit and Verily, Google’s sister company, are rushing out new work force health-vetting and tracking tools.
47;June 18, 2020;Britain Didn’t Want Silicon Valley’s Help on a Tracing App. Now It Does.;Months after other countries, Britain will now use technology provided by Apple and Google to build a contact-tracing app.
48;June 18, 2020;How Social Media Has Changed Civil Rights Protests;Social media allows us “to see a reality that has been entirely visible to some people and invisible to others,” says this Princeton professor.
49;June 19, 2020;A Former Google Executive Takes Aim at His Old Company With a Start-Up;Sridhar Ramaswamy once ran Google’s $115 billion advertising arm. But he grew disillusioned and worried that growth was too much of a priority.
50;June 19, 2020;We’re Fighting Over Masks Now?;A clash has arisen over the use of face masks to help prevent the spread of the coronavirus, and C.E.O.s are taking stands in different ways.
51;June 19, 2020;Here’s What Companies Are Promising to Do to Fight Racism;Corporate America has pledged millions to social justice efforts since the killing of George Floyd. But some businesses have gone further, committing to concrete changes in their practices.
52;June 19, 2020;After 15 Years, Apple Prepares to Break Up With Intel;Apple could announce plans as soon as Monday to replace Intel processors in Macs with chips that it designed itself.
53;June 19, 2020;Wirecard, a Payments Firm, Is Rocked by a Report of a Missing $2 Billion;The German company’s share price has plunged 80 percent, and its longtime chief executive has resigned.
54;June 21, 2020;What’s Facebook’s Deal With Donald Trump?;Mark Zuckerberg has forged an uneasy alliance with the Trump administration. He may have gotten too close.
55;June 22, 2020;The Risk of ‘Overnight Ruin’;Jay Clayton, the nation’s top securities regulator, has been thrust into a political firestorm. Where does that leave the S.E.C.?
56;June 22, 2020;Tech Goliaths Act Like Davids;The underdog tactics and fighting spirit that once served tech companies well now make them look petty and mean.
57;June 23, 2020;Stocks Rise After Trump Reaffirms China Trade Deal: Live Updates;The latest on stock market and business news during the coronavirus outbreak.
58;June 23, 2020;Wirecard’s Ex-C.E.O., Markus Braun, Is Arrested in Germany;The payment company is ensnared in an accounting scandal after it admitted that $2 billion in its accounts probably did not exist.
59;June 23, 2020;The Visas and the Fury;As President Trump moves to restrict work-based immigration, the business world — particularly Silicon Valley — is speaking out.
60;June 23, 2020;Apple Announces New Privacy Features;Apple says it will make it tougher for apps to track you. It will also help you wash your hands.
61;June 23, 2020;Facebook Loses Antitrust Decision in Germany Over Data Collection;In a closely watched case, Facebook lost an appeal related to charges that it has violated competition laws by abusing its dominance in social media.
62;June 23, 2020;Companies Criticize Visa Suspensions, but Impact May Be Muted for Now;President Trump’s executive order came at a time when hiring has slowed, and many U.S. consulates are not conducting interviews for temporary green cards.
63;June 23, 2020;Ad Boycott of Facebook Keeps Growing;Eddie Bauer, Magnolia Pictures, Ben & Jerry’s and others have suspended campaigns over the platform’s content moderation practices.
64;June 24, 2020;Wrongfully Accused by an Algorithm;In what may be the first known case of its kind, a faulty facial recognition match led to a Michigan man’s arrest for a crime he did not commit.
65;June 24, 2020;The Activist Investor Done With Finance;Jeff Ubben is leaving the hedge fund he founded for a new venture focused on “inclusive capitalism.” He thinks traditional finance is played out.
66;June 24, 2020;How to Dig Up Family History Online;Digitized newspaper archives and hyperlocal historical sources can help you understand how your ancestors lived.
67;June 24, 2020;Google Sets Limit on How Long It Will Store Some Data;The internet company has long been criticized about how much information it keeps on users. The change applies only to new accounts.
68;June 24, 2020;Sorry, eBay and Uber. You’re Hated.;Why the middlemen are the internet’s villains.
69;June 24, 2020;Michael Hawley, Programmer, Professor and Pianist, Dies at 58;A man of manifold interests, his achievements ranged from developing ideas behind the so-called Internet of Things to publishing the world’s biggest book.
70;June 25, 2020;Barr’s Interest in Google Antitrust Case Keeps It Moving Swiftly;Attorney General William Barr’s attention to the Justice Department investigation shows the high stakes for the agency and for him.
71;June 25, 2020;When the Police Treat Software Like Magic;The arrest of a man for a crime he didn’t commit shows the dangers of facial recognition technology.
72;June 26, 2020;‘Very Harsh Indeed’;Bankers’ enthusiasm for the Fed’s relaxation of investing rules was tempered by new restrictions it imposed on buybacks and dividends.
73;June 26, 2020;Amazon to Buy Zoox, in a Move Toward Self-Driving Cars;The online retailer is taking steps to move people, as well as packages.
74;June 26, 2020;This Pilates Business Loves (and Hates) Tech;Small businesses are always asking: Is the tech they now rely on helping or hurting them?
75;June 26, 2020;CVS, Dunkin’, Lego: The Brands Pulling Ads From Facebook Over Hate Speech;An effort to pressure Facebook to crack down on hate speech and misinformation has prompted dozens of advertisers to say they’ll stop spending on the platform. Here are some of the biggest companies involved.
76;June 27, 2020;EBay’s Critics Faced an Extreme Case of an Old Silicon Valley Habit;Six former employees were recently named in federal charges that were an indication of the lengths some companies will go to hit back at detractors.
77;June 27, 2020;‘PizzaGate’ Conspiracy Theory Thrives Anew in the TikTok Era;The false theory targeting Democrats, now fueled by QAnon and teenagers on TikTok, is entangling new targets like Justin Bieber.
78;June 29, 2020;The Video Call Is Starting. Time to Put on Your Zoom Shirt.;When homebound workers need to spiff up moments before a meeting, they reach for the breakout garment of quarantine season.
79;June 29, 2020;The Long, Unhappy History of Working From Home;As the coronavirus keeps spreading, employers are convinced remote work has a bright future. Decades of setbacks suggest otherwise.
80;June 29, 2020;Twitch Suspends Trump’s Channel for ‘Hateful Conduct’;The action appeared to be the first outright suspension of one of the president’s social media accounts.
81;June 29, 2020;The New York Times Pulls Out of Apple News;The Times said Apple News did not align with its strategy of building direct relationships with paying readers.
82;June 30, 2020;Universities and Tech Giants Back National Cloud Computing Project;A proposal to give scientists access to huge data sets and powerful computers.
83;June 30, 2020;With India’s TikTok Ban, the World’s Digital Walls Grow Higher;Censorship and politics are fracturing the global internet, isolating users and industries accustomed to ignoring national borders.
84;July 1, 2020;China’s Software Stalked Uighurs Earlier and More Widely, Researchers Learn;A new report revealed a broad campaign that targeted Muslims in China and their diaspora in other countries, beginning as early as 2013.
85;July 1, 2020;How to Make Your Tech Last Longer;In a pandemic-induced recession, it’s more important than ever to take care of our smartphones and other gadgets.
86;July 1, 2020;Four Top Tech C.E.O.s Will Testify in Antitrust Inquiry, Panel Says;The hearing this month would be a central moment in the continuing backlash against the power of Amazon, Facebook, Alphabet and Apple.
