;date;title;summary
35;June 11, 2015;Kevin Rose Moves On From Silicon Valley to Watches;Kevin Rose, a founder of Digg and a longtime Silicon Valley entrepreneur, is moving across the country to become chief executive of a venture dedicated to wristwatches.
36;June 11, 2015;Daily Report: Google Sets Its Sights on Improving City Life;Google’s new venture, Sidewalk Labs, will pursue technologies to cut pollution, curb energy use, streamline transportation and reduce the cost of urban living.
37;June 11, 2015;Uber Releases Mobile Video Game to Recruit Drivers;Uber is releasing a video game, developed in-house, as a new way to recruit and educate drivers.
38;June 11, 2015;Twitter’s C.E.O., Dick Costolo, Is Set to Exit, Feeling Heat of Criticism;Twitter faces questions about the future of its messaging service, which is built around text in a world increasingly about photos and video.
39;June 11, 2015;Costolo Exit at Twitter Kick-Starts Deal Speculation;Twitter executives and their advisers took pains to say that Dick Costolo’s departure as C.E.O. was not tied to an external event, but rumors persist.
40;June 11, 2015;The Comings and Goings of Twitter Executives;In the last three years, most of the top executives at Twitter have come and gone, including most recently its chief.
41;June 12, 2015;France Wants Google to Apply ‘Right to Be Forgotten’ Ruling Worldwide or Face Penalties;The authorities want the ruling to apply to all of Google’s domains like Google.com, though the company contends that Europe’s privacy legislation should apply only to its regional domains.
42;June 12, 2015;Recording a Phone’s Screen on a Mac;Tips for mirroring your phone’s display on a Mac, and how to get desktop notifications from Gmail.
43;June 12, 2015;YouTube Takes On Amazon With New Gaming App;Amazon beat Google to the acquisition of a popular gaming video service. Now Google is responding with a new YouTube Gaming application.
44;June 14, 2015;Engaging Movie Fans, From Teaser to Premiere;A California start-up helps studios cultivate potential audiences’ enthusiasm with early sales of tickets and movie-related products.
45;June 15, 2015;IBM Invests to Help Open-Source Big Data Software — and Itself;IBM plans to invest heavily in accelerating the adoption of the open-source big data software, Spark. With the move, IBM is investing as much in its own future as in the open-source project.
46;June 15, 2015;Companies Move On From Big Data Technology Hadoop;If you’re up on big data, you’ve heard of something called Hadoop. It may be worth billions, but some of Hadoop’s biggest backers look like they are moving on from it.
47;June 15, 2015;LastPass Password Manager Acknowledges Breach;LastPass, the online password manager, announced Monday that its network was breached and that hackers made off with user email addresses, password reminders and encrypted master passwords. It was the second time the service had been breached in four years.
48;June 16, 2015;Kleiner Perkins to Write Smaller Checks With $4 Million Fund;The venture capital firm is pitching its fund as a friendly way for entrepreneurs to raise early capital while allowing it to make smaller investments.
49;June 16, 2015;Google Is Its Own Secret Weapon in the Cloud;Google is becoming more public about its data centers, talking about its network and how much fiber it owns. The idea is to show off assets that Amazon, Microsoft and IBM cannot match in the competition for cloud customers.
50;June 16, 2015;In Return to Twitter, Jack Dorsey Aims to Follow Path of Steve Jobs;When Steve Jobs returned to Apple, he saved the company. It remains to be seen whether Jack Dorsey can do the same at Twitter.
51;June 16, 2015;Warner Music Executive Is Leaving to Lead Helicopter Start-Up Blade;Robert Wiesenthal will become chief executive of Blade, an on-demand app service he co-founded that shuttles customers by helicopter and small plane.
52;June 17, 2015;Estonian News Site Can Be Held Liable for Defamatory Comments, Court Rules;The decision raised concern among free-speech advocates who feared that newspapers’ ability to publish information would be hampered if they were held responsible for all comments on their sites.
53;June 17, 2015;Daily Report: In Return to Twitter, Jack Dorsey Aims to Follow Path of Steve Jobs;When Steve Jobs returned to Apple, he saved the company. It remains to be seen whether Jack Dorsey can do the same at Twitter.
54;June 17, 2015;4 Microsoft Executives to Leave in Top-Level Shake-Up;Those departing include Stephen Elop, the former Nokia chief executive, and Mark Penn, a former campaign strategist for Hillary and Bill Clinton.
55;June 17, 2015;Review: Devices Adapted to the Outdoor Life;Items made for the hiker or camper include a hard drive, solar charger, precision watch, water-activated light, map app and headphones.
56;June 17, 2015;Fitbit Prices I.P.O. at $20 a Share, Above Top of Its Range;The maker of wearable fitness-tracking devices raised $732 million and is valued at $4.1 billion.
57;June 18, 2015;In Report on Data Collection Practices, WhatsApp and AT&T Fail the Test;In a report about data privacy published by the Electronic Frontier Foundation this week, tech companies like Yahoo, Apple and Adobe earned top marks, while WhatsApp and AT&T came in last.
58;June 18, 2015;A Fearless Culture Fuels U.S. Tech Giants;For all of Europe’s advantages, its technology sector lags that of the United States. A dread of failure may be one reason.
59;June 18, 2015;New Rules Let Companies Sell Stakes to Investors of Modest Means;Complex and controversial, the regulatory change allows businesses to advertise their offerings online, giving fans a chance to buy shares.
60;June 19, 2015;Google to Remove ‘Revenge Porn’ Images From Search Results;If Google deems an image revenge porn, it will still be accessible to someone who knows the direct web address of the image. But once delisted from Google, the image could not be found through the search engine.
61;June 19, 2015;European Regulators Lay Out Demands and Fines in Google Antitrust Case;Regulators say that Google uses its 90 percent market share in Europe to favor its own services over those of rivals like Microsoft.
62;June 20, 2015;For the New Superrich, Life Is Much More Than a Beach;While the wealthy of the past traveled for leisure and climate, today’s tycoons have a social calendar of conferences, exclusive parties and art auctions.
63;June 21, 2015;Terry Myerson Rises to Powerful New Role in Charge of Microsoft Devices;Mr. Myerson, who already led one of the largest software organizations in the world in Microsoft’s operating systems group, takes on a division that has been troubled in recent years.
64;June 21, 2015;Cannes Lions Festival Shifts Focus Toward Ad Technology;Companies that had once operated on the fringes of the conference in France are now central to the event, which was created to showcase and award the best in advertising.
65;June 22, 2015;Data Mining Start-Up Enigma to Expand Commercial Business;After preparing open data for civic-minded projects, the company hopes to interest corporate clients in the insights that can come from public data sets.
66;June 23, 2015;Gmail Formally Adds ‘Undo Send’ Option;The new tool allows users to choose a delay time from 5 to 30 seconds in case of a change of heart.
67;June 23, 2015;With Phones Lagging, BlackBerry Reports $28 Million Loss;The smartphone maker said that it sold only 1.1 million phones during its first quarter, a decline of 500,000 from the previous quarter.
68;June 23, 2015;European Officials Push Telecom Regulating for Tech;Many regulators in Europe say the divide between telecom companies and American tech companies is fast eroding.
69;June 23, 2015;Tidal, Jay Z’s New Music Streaming Service, Loses Another Chief;Peter Tonstad, who was installed as interim chief executive in April after the departure of Tidal’s last chief, has left after two months on the job.
70;June 23, 2015;Confederate Flag Sales Soar as Retailers Pull Stock;As companies like Walmart, Amazon and Sears were moving to discontinue sales of products tied to the Confederate battle flag, sales of them were soaring.
71;June 23, 2015;Credit Karma Raises $175 Million;With the new capital, the online personal finance company is said to be valued at $3.5 billion.
72;June 23, 2015;Tech Companies Line Up Behind ‘Containers’ and the Cloud;So-called software containers got backing from companies including Cisco Systems and Google, while another group of companies detailed plans to automate certain aspects of cloud computing.
73;June 24, 2015;Google to Open New Data Center in Alabama;Google is taking over an abandoned coal plant in Alabama for its seventh U.S. data center and trying to tie the old fossil fuel facility to alternative energy sources.
74;June 24, 2015;Video Feature: Apps for Summer Travel, Concerts and Grilling;Specialized apps provide help with many seasonal pursuits, including planning vacation activities, packing for a trip and even grilling the perfect steak.
75;June 24, 2015;Amazon Echo, a.k.a. Alexa, Is a Personal Aide in Need of Schooling;The Amazon Echo is an artificially intelligent personal assistant answering to the name Alexa. It’s not yet heavy on the “intelligent,” but could one day be useful.
76;June 25, 2015;Michael Wolff’s New Book Celebrates the Success of Old Media;Michael Wolff’s latest book is a thoughtful essay on the state of the cultural and financial wars besieging the media industry.
77;June 25, 2015;Prison Term Sought for Private Eye Who Hacked Email;Despite a court recommendation otherwise, prosecutors want Eric Saldarriaga to serve time to send a message about illegal hacking.
78;June 26, 2015;Adjusting GPS Coordinates in Photos;The coordinates embedded in a picture file may not reflect the actual location for a number of reasons, but it is possible to adjust them manually.
79;June 26, 2015;‘Drunk Wedding’ Faced Too High a Bar to the Big Screen;Paramount Pictures’ microbudget comedy “Drunk Wedding” had a successful screening and the studio’s support, but it was still left at the altar.
80;June 28, 2015;Behind Silicon Valley’s Self-Critical Tone on Diversity, a Lack of Progress;Tech giants like eBay, Facebook and Google acknowledge that they have work to do to increase diversity, but the repetition of that sentiment shows how little has changed.
81;June 28, 2015;When a Company Is Put Up for Sale, in Many Cases, Your Personal Data Is, Too;Some consumer websites say they will not sell users’ data, but unrestricted-data clauses allow them to transfer it if a merger or other transaction occurs.
82;June 29, 2015;Agency Taps Mapping Technology to Curb Rail Crossing Accidents;The Federal Railroad Administration is hoping its new measure to integrate grade-crossing locations into mapping technology will curb the recent increase in crashes and fatalities.
83;June 29, 2015;Uber to Acquire Mapping Technology and Know-How From Microsoft;The ride-hailing company further bolsters its mapping technology and engineering bench.
84;June 29, 2015;Study Suggests That Google Has Its Thumb on Scale in Search;Researchers presented 2,690 web users with two different versions of Google and found that the users preferred results that linked to rival sites.
85;June 29, 2015;Supreme Court Declines to Hear Appeal in Google-Oracle Copyright Fight;A years-long copyright fight between Google and Oracle will continue. At issue are the bits of code that help pieces of software work together, called Application Programming Interfaces.
86;June 29, 2015;AOL in Deal With Microsoft to Take Over Display Ad Business;AOL will take over management and sales of display, mobile and video advertising that appears on Xbox, Skype and other Microsoft products in several countries.
87;June 30, 2015;U.S. Chamber of Commerce Works Globally to Fight Antismoking Measures;The American trade group and its foreign affiliates pit countries against one another and lobby on behalf of the tobacco industry around the world.
88;June 30, 2015;E.U. to End Cellphone Roaming Charges in 2017;The new rules, which will apply to people who travel across the 28-member bloc, are accompanied by regulations on so-called net neutrality.
89;June 30, 2015;Daily Report: AOL to Take Over Display Advertising for Microsoft;When the deal for Verizon to buy AOL was announced last month, executives from both companies said AOL was an appealing acquisition because of its advertising technology. On Monday, AOL showed some of that value in announcing a deal with Microsoft
90;June 30, 2015;Bigger, Cheaper, Faster Data in the Cloud;The same people who brought advanced data analysis to President Obama’s campaign is announcing a set of big data tools available through Amazon Web Services.
91;July 1, 2015;Apple Music, Spotify and a Guide to Music Streaming Services;Different music streaming services have varying costs, platforms and catalog sizes. See how some of the most popular companies stack up against one another.
92;July 1, 2015;Exxon Lumbers Along to Catch Up With Gay Rights;After decades of resistance, the oil behemoth is taking carefully considered steps to support gay, lesbian, bisexual and transgender employees.
93;July 1, 2015;A Venture Capital Giant Says: Bubble? What Bubble?;Andreessen Horowitz says there is cause for concern at the rapid increase in tech start-ups with high values, but the recent exuberance in Silicon Valley differs from that of the dot-com era.
94;July 1, 2015;Google Photos Mistakenly Labels Black People ‘Gorillas’;Google apologized after a user posted a photo on Twitter showing that the Google Photos app had labeled black people as “gorillas.”
