;date;title;summary
0;Oct. 1, 2016;A Peek at the Secret English Farm Where Amazon Tests Its Drones;The e-commerce giant has big plans to use autonomous aircraft to deliver packages, and is testing the devices in rural England. We went to find them.
1;Oct. 1, 2016;Farhad’s and Mike’s Week in Tech: Interest in Twitter From Disney? Unlikely.;Twitter news, including a prolific tweeter’s hiatus. Also: A human sacrifice is needed for Elon Musk’s Mars shot. By popular acclamation, it’s Farhad.
2;Oct. 2, 2016;Google, Lagging Amazon, Races Across the Threshold Into the Home;Google is unveiling its answer to Echo, an artificially intelligent home device that vaulted Amazon ahead of Google in a race to build technology that interacts as humans do.
3;Oct. 2, 2016;Taking the Temperature Inside the (Feverish) Cloud;At annual presentations in San Francisco, tech companies deluge potential customers with data on their progress in cloud computing, machine learning and artificial intelligence.
4;Oct. 2, 2016;Google to Unveil New Devices, and Labor Dept. Will Report on Jobs;"Google is expected to reveal Google Home; and the Labor Department will report the penultimate jobs report scheduled before the presidential election."
5;Oct. 2, 2016;Disney’s Hot Streak Stalls, Prompting Rumors That It’s Looking to Grow;Robert Iger, chief of the mass media company, has a history of reinvigorating the company by making deals, but despite a string of good decisions, shares are dipping and investors are getting antsy.
6;Oct. 3, 2016;U.S. Tech Giants Are Investing Billions to Keep Data in Europe;Companies like Amazon and Microsoft are building data centers across the Continent in response to Europeans’ desires to keep their information close to home.
7;Oct. 3, 2016;Morning Agenda: Disney’s Next Deal, Trump’s Tax Shelter, Deutsche Off Balance;Disney is struggling to assure investors that ESPN can be its growth engine in the long term. Now, there are rumors that it is interested in acquiring Twitter.
8;Oct. 3, 2016;Daily Report: Google’s Slow Response to Amazon’s Echo is a Warning;Wildly successful tech companies often can’t see the next big thing because they’re too busy making money. Even Google can be prone to this condition.
9;Oct. 4, 2016;Morning Agenda: Small-Fry Tax Avoidance, an Outdoor Merger, a Chill on Small Lenders;Donald J. Trump may call himself a genius for his tax avoidance strategies, but in comparison, corporate America is run by absolute virtuosos, Andrew Ross Sorkin writes.
10;Oct. 4, 2016;Google Unveils Hardware Projects;Mike Isaac, a technology reporter for The New York Times, said he’ll be paying more attention to Google’s Daydream V.R. headset than its new phone.
11;Oct. 4, 2016;Google Introduces the Pixel, Its Own Smartphone;Google’s new strategy of controlling both hardware and software puts it more directly in competition with Apple and many of its own Android partners.
12;Oct. 5, 2016;Prepaid Debit Cards Users Will Get New Federal Protections;The rules, which take effect in October 2017, require disclosure of monthly fees and charges for withdrawals, reloading and other activities.
13;Oct. 5, 2016;MailChimp and the Un-Silicon Valley Way to Make It as a Start-Up;No venture capital, no Bay Area presence, no crazy burn rate: MailChimp’s founders built the company slowly by anticipating customers’ needs and following their instincts.
14;Oct. 5, 2016;Keep Tabs on Android App Permissions;Some apps want to use more of your device’s hardware and software than others, but many have their reasons.
15;Oct. 5, 2016;Daily Report: Google Would Like You to Meet Its Gadgets;The company has had a spotty track record with devices, but the push for artificial intelligence is making that side of the shop more important than ever.
16;Oct. 5, 2016;"The Editorialists Have Spoken; Will Voters Listen?";Newspaper and magazine editorials denouncing Donald J. Trump keep coming, the latest being a rare presidential endorsement by The Atlantic magazine.
17;Oct. 5, 2016;Yahoo Said to Have Aided U.S. Email Surveillance by Adapting Spam Filter;A system built to scan emails for spam, child pornography and malware allowed Yahoo to search for a terrorist organization’s “signature” to satisfy a secret court order, several sources say.
18;Oct. 5, 2016;Twitter’s Fate: Marc Benioff of Salesforce Addresses Acquisition Talk;The tech world has been buzzing since it heard that the online software company Salesforce was interested in bidding for Twitter.
19;Oct. 7, 2016;Daily Report: Salesforce Has Had Its Eye on Twitter. But Why?;They may both be technology companies, but their businesses are vastly different. And history tells us combining very different tech outfits is risky.
20;Oct. 7, 2016;Paying $15 Billion for Twitter Will Be Hard for Anyone to Justify;Suitors are falling away, and there is no way conventional financial analysis can help any company rationalize an acquisition of the company.
21;Oct. 7, 2016;Salesforce Shareholders Besiege Possible Twitter Deal;To make acquisitions, Salesforce relies on stock and therefore needs to keep its shareholders happy. And they are not interested in a Twitter deal.
22;Oct. 8, 2016;Swarovski, Maker of All Things Bejeweled, Tries On a Hoodie;In a village in the Austrian Alps, Swarovski, which has been making crystals for more than a century, is refashioning itself as a tech company.
23;Oct. 8, 2016;Farhad’s and Mike’s Week in Tech: Samsung’s Exploding Products and Twitter’s Fizzling Deal;Mike calls Yahoo’s surveillance predicament a “flaming garbage fire” and hopes Alexa and her A.I. ilk are friendlier than HAL. Soon, Farhad will be in Asia.
24;Oct. 9, 2016;Looking for a Choice of Voices in A.I. Technology;Choosing a voice, which is often young and female, in conversational computing has implications for design, branding or interacting with machines.
25;Oct. 10, 2016;Samsung Halts Galaxy Note 7 Production as Battery Problems Linger;The move is a major setback for the world’s largest producer of smartphones, which had been gaining ground against Apple in the high-end market.
26;Oct. 10, 2016;Freeing the Gmail New Message Window;When it suits you, you can unlock the New Message form from the corner of the browser and compose your thoughts in a different window.
27;Oct. 11, 2016;Zymergen Raises $130 Million in New Round of Financing;The new round of financing in the start-up, which has focused on helping genetically engineer tiny microbes, was led by SoftBank of Japan.
28;Oct. 11, 2016;Tech Companies Expect Free High-Speed Internet for Poorer Americans to Pay Off Later;Tech companies like Sprint, Comcast and Facebook are increasingly working to make high-speed internet available to every American.
29;Oct. 11, 2016;Conundrum for Justices: Does a Design Patent Cover a Whole Smartphone?;Samsung is arguing that it shouldn’t have to give up all its profit from the sale of phones that copy only part of the look of an Apple iPhone.
30;Oct. 11, 2016;Twitter’s Troubles and Snap’s Appeal: It’s All About the Mojo;In Silicon Valley, momentum means everything, the Deal Professor writes. Twitter appears to have little, while Snap, formerly Snapchat, has plenty, but faces risks of its own.
31;Oct. 12, 2016;Amazon Pairs Its Speaker With Streaming Music, at a Bargain Price;A new service offering tens of millions of songs will cost customers as little as $4 per month if they listen through the Echo device.
